City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,walvis bay,-22.9575,14.5053,21.51,72,30,5.08,NA,1674293967
282,lavrentiya,65.5833,-171.0,-34.33,89,20,3.47,RU,1674293968
283,westport,41.1415,-73.3579,4.3,69,100,3.13,US,1674293969
284,saint-philippe,-21.3585,55.7679,30.77,83,100,5.28,RE,1674293970
285,kudahuvadhoo,2.6708,72.8944,27.08,67,46,6.61,MV,1674293971
286,lagoa,39.05,-27.9833,15.28,83,90,9.63,PT,1674293971
287,cabo san lucas,22.8909,-109.9124,18.06,76,0,1.45,MX,1674293814
288,sorland,67.667,12.6934,3.92,71,100,13.27,NO,1674293973
289,klaksvik,62.2266,-6.589,8.51,94,100,16.42,FO,1674293975
290,saint-augustin,51.226,-58.6502,-12.05,73,100,4.05,CA,1674293976
291,san cristobal,7.7669,-72.225,16.03,77,34,0.86,VE,1674293977
292,aljezur,37.3191,-8.8033,15.09,81,63,5.9,PT,1674293978
293,husavik,66.0449,-17.3389,3.65,86,96,1.69,IS,1674293979
294,ayacucho,-13.1583,-74.2239,11.13,84,100,0.66,PE,1674293979
295,cam ranh,11.9214,109.1591,25.98,69,75,5.66,VN,1674293980
296,faya,18.3851,42.4509,19.29,31,0,2.78,SA,1674293981
297,lata,40.1629,-8.3327,13.37,86,100,2.02,PT,1674293982
298,esperance,-33.8667,121.9,21.52,58,2,10.33,AU,1674293984
299,brigantine,39.4101,-74.3646,3.33,78,0,3.09,US,1674293985
300,carutapera,-1.195,-46.02,23.35,95,100,2.19,BR,1674293987
301,sawtell,-30.3833,153.1,23.01,60,100,5.66,AU,1674293987
302,cherskiy,68.75,161.3,-38.45,100,100,3.62,RU,1674293988
303,harrison,30.4091,-89.0436,13.04,60,100,4.12,US,1674293989
304,albanel,48.8832,-72.4487,-13.92,85,93,3.09,CA,1674293990
305,kulhudhuffushi,6.6221,73.07,26.21,67,48,4.83,MV,1674293991
306,nara,34.6851,135.8049,5.65,41,63,2.27,JP,1674293992
307,van,38.4924,43.3831,3.64,60,20,2.57,TR,1674293893
308,atar,20.5169,-13.0499,15.03,47,0,2.06,MR,1674293993
309,gamba,-2.65,10.0,28.37,70,100,2.36,GA,1674293994
310,aykhal,66.0,111.5,-36.75,99,69,3.7,RU,1674293995
311,tarrafal,15.2833,-23.7667,21.9,66,17,8.45,CV,1674293996
312,palizada,18.25,-92.0833,21.33,91,4,3.99,MX,1674293997
313,poum,-20.2333,164.0167,26.99,87,98,11.54,NC,1674293997
314,medicine hat,50.0501,-110.6683,1.55,69,100,4.63,CA,1674293718
315,amahai,-3.3333,128.9167,26.76,82,98,1.24,ID,1674293999
316,boca do acre,-8.7522,-67.3978,19.74,100,96,0.85,BR,1674294000
317,zhigalovo,54.8097,105.1578,-36.32,99,95,0.3,RU,1674294001
318,kazachinskoye,57.6953,93.2761,-36.73,97,19,0.14,RU,1674294002
319,ouargaye,11.5033,0.0572,30.32,13,59,4.6,BF,1674294002
320,pacasmayo,-7.4006,-79.5714,20.71,78,100,2.74,PE,1674294003
321,puerto del rosario,28.5004,-13.8627,18.86,68,40,8.75,ES,1674294004
322,coihueco,-36.6167,-71.8333,11.74,62,2,1.15,CL,1674293815
323,rio grande,-32.035,-52.0986,23.93,81,93,3.89,BR,1674294005
324,hami,42.8,93.45,-5.39,36,100,2.82,CN,1674294006
325,verkhniy tagil,57.3733,59.9556,-5.59,68,100,5.5,RU,1674294007
326,sembakung,3.8167,117.25,24.94,95,80,1.01,ID,1674294007
327,geraldton,-28.7667,114.6,24.23,73,100,5.66,AU,1674294008
328,bulawayo,-20.15,28.5833,27.99,34,98,3.96,ZW,1674294009
329,potosi,-19.5836,-65.7531,7.06,62,83,1.56,BO,1674294010
330,sistranda,63.7256,8.834,0.98,68,97,4.39,NO,1674294011
331,barcelos,41.5388,-8.6151,13.29,89,53,3.02,PT,1674293969
332,wucheng,29.6008,118.175,10.04,75,98,1.28,CN,1674294013
333,mago,53.2514,140.1822,-22.71,94,100,4.93,RU,1674294013
334,izvestkovyy,48.9833,131.55,-33.6,95,74,1.61,RU,1674294014
335,sao joao da barra,-21.6403,-41.0511,23.05,90,100,4.25,BR,1674294015
336,faanui,-16.4833,-151.75,27.19,71,55,5.37,PF,1674294016
337,oytal,42.9057,73.2697,-2.45,82,5,1.24,KZ,1674294016
338,kisangani,0.5167,25.2,27.08,66,99,1.07,CD,1674294017
339,jalingo,8.8833,11.3667,34.44,13,34,2.45,NG,1674294018
340,innisfail,-17.5333,146.0333,24.5,80,100,2.62,AU,1674294018
341,santa cruz,-17.8,-63.1667,22.7,88,75,6.17,BO,1674294019
342,eureka,40.8021,-124.1637,4.34,99,19,2.14,US,1674293879
343,carupano,10.6678,-63.2585,21.72,89,57,2.48,VE,1674294020
344,belaya gora,68.5333,146.4167,-39.07,99,99,1.37,RU,1674294022
345,itarema,-2.9248,-39.9167,24.82,86,99,3.39,BR,1674293954
346,vila velha,-20.3297,-40.2925,23.97,93,75,3.09,BR,1674294023
347,bosaso,11.2842,49.1816,25.99,65,0,8.23,SO,1674294024
348,plettenberg bay,-34.0527,23.3716,24.68,77,29,3.22,ZA,1674294025
349,tyukhtet,56.5389,89.3011,-33.68,95,6,1.42,RU,1674294025
350,kavaratti,10.5669,72.642,26.83,65,1,4.67,IN,1674294026
351,kavieng,-2.5744,150.7967,27.74,76,100,1.72,PG,1674294027
352,nelson bay,-32.7167,152.15,21.67,76,87,7.6,AU,1674294027
353,santa maria,-29.6842,-53.8069,21.61,100,40,1.54,BR,1674294028
354,dzhebariki-khaya,62.2167,135.8,-50.14,99,96,0.28,RU,1674294029
355,khash,28.2211,61.2158,7.35,33,0,3.07,IR,1674294030
356,vao,-22.6667,167.4833,25.91,87,100,12.8,NC,1674294030
357,pontes e lacerda,-15.2261,-59.3353,20.24,98,50,1.48,BR,1674294031
358,neiafu,-18.65,-173.9833,27.92,79,45,6.07,TO,1674294032
359,unai,-16.3575,-46.9061,21.26,88,100,1.27,BR,1674294032
360,upernavik,72.7868,-56.1549,-30.05,96,96,1.35,GL,1674294034
361,arlit,18.7369,7.3853,24.84,10,0,0.77,NE,1674294035
362,bathsheba,13.2167,-59.5167,25.34,73,20,9.26,BB,1674294036
363,ahtopol,42.1,27.95,13.34,67,56,5.17,BG,1674294037
364,qasigiannguit,68.8193,-51.1922,-20.86,97,100,2.65,GL,1674294038
365,burshtyn,49.2587,24.6278,1.43,99,100,3.19,UA,1674294039
366,marsabit,2.3284,37.9899,26.84,21,51,6.33,KE,1674294039
367,mount gambier,-37.8333,140.7667,15.39,82,12,5.4,AU,1674294040
368,elizabeth city,36.2946,-76.2511,4.45,80,0,2.57,US,1674294041
369,asfi,32.2994,-9.2372,15.35,72,0,5.53,MA,1674294042
370,dingle,10.9995,122.6711,24.53,90,95,4.32,PH,1674294042
371,uniontown,39.9001,-79.7164,0.72,72,100,0.45,US,1674294043
372,imbituba,-28.24,-48.6703,22.62,82,93,2.39,BR,1674294044
373,tahoua,14.8888,5.2692,25.99,7,0,4.12,NE,1674294044
374,mana,5.6592,-53.7767,23.14,88,100,4.57,GF,1674294045
375,krasnoselkup,65.7,82.4667,-26.49,81,100,7.95,RU,1674294046
376,paamiut,61.994,-49.6678,-19.84,72,2,4.6,GL,1674294047
377,sitka,57.0531,-135.33,5.94,65,100,9.77,US,1674294048
378,eyl,7.9803,49.8164,27.98,51,30,11.96,SO,1674294049
379,misratah,32.3754,15.0925,13.88,66,19,4.98,LY,1674294050
380,bilma,18.6853,12.9164,22.59,12,0,4.29,NE,1674294051
381,archidona,37.0965,-4.3887,11.62,83,71,2.39,ES,1674294052
382,kutum,14.2,24.6667,25.21,14,13,4.01,SD,1674294053
383,kalianget,-7.05,113.9333,28.36,71,62,1.52,ID,1674294055
384,balkhash,46.844,74.9804,-6.66,79,20,4.0,KZ,1674294056
385,guaraciaba do norte,-4.1669,-40.7475,19.15,89,88,1.53,BR,1674293990
386,lagos,6.5833,3.75,29.18,49,12,1.34,NG,1674293950
387,kaduy,59.2,37.15,0.46,100,100,1.02,RU,1674294058
388,kahului,20.8947,-156.47,22.69,77,0,2.06,US,1674293978
389,myre,69.1036,15.9492,1.3,83,62,9.03,NO,1674294060
390,pisco,-13.7,-76.2167,20.03,83,75,0.51,PE,1674294061
391,lima,-12.0432,-77.0282,21.06,88,75,5.66,PE,1674293540
392,oranjemund,-28.55,16.4333,21.68,66,10,6.83,NA,1674294062
393,sarangani,5.4033,125.4636,25.56,85,100,8.94,PH,1674294063
394,longyearbyen,78.2186,15.6401,-3.09,74,75,7.72,SJ,1674294063
395,port moresby,-9.4431,147.1797,26.68,78,40,1.54,PG,1674294064
396,vanino,49.0869,140.2543,-23.93,72,3,3.75,RU,1674294065
397,nyimba,-14.5566,30.8149,20.84,97,100,1.51,ZM,1674294066
398,kintampo,8.0563,-1.7306,31.5,32,90,1.63,GH,1674294067
399,mbulu,-3.85,35.5333,24.78,37,95,2.47,TZ,1674294067
400,qaqortoq,60.7167,-46.0333,-21.67,85,3,4.1,GL,1674294068
401,morondava,-20.2833,44.2833,31.35,56,77,2.99,MG,1674294069
402,stephenville,32.2207,-98.2023,8.44,67,100,3.6,US,1674294069
403,shadrinsk,56.0852,63.6335,-6.03,77,21,4.67,RU,1674294070
404,san martin,-33.081,-68.4681,23.3,56,14,2.68,AR,1674294071
405,san juan,-31.5375,-68.5364,23.87,60,0,4.38,AR,1674294072
406,contamana,-7.3333,-75.0167,20.05,99,100,1.09,PE,1674294073
407,ixtapa,20.7,-105.2,16.8,87,9,0.73,MX,1674294073
408,ylojarvi,61.5563,23.5961,-1.32,100,100,4.12,FI,1674294074
409,chernyshevskiy,63.0128,112.4714,-45.7,100,51,0.5,RU,1674294075
410,genhe,50.7833,121.5167,-33.34,99,100,1.03,CN,1674294076
411,bulnes,-36.7423,-72.2985,10.84,92,4,3.3,CL,1674294077
412,chimbote,-9.0853,-78.5783,20.39,83,95,1.71,PE,1674294077
413,almaznyy,48.0448,40.045,-0.46,68,100,8.51,RU,1674294078
414,srednekolymsk,67.45,153.6833,-35.47,98,100,3.42,RU,1674294079
415,rio verde de mato grosso,-18.9181,-54.8442,22.94,88,87,2.2,BR,1674294079
416,albufeira,37.0882,-8.2503,14.45,86,48,6.66,PT,1674293931
417,petushki,55.9264,39.461,-2.48,85,100,3.21,RU,1674294081
418,popondetta,-8.7537,148.2534,23.73,98,100,1.46,PG,1674294081
419,la rioja,42.25,-2.5,-2.12,60,6,3.22,ES,1674294082
420,paredon,16.0333,-93.8667,23.78,73,3,1.57,MX,1674294083
421,flinders,-34.5833,150.8552,21.32,67,90,2.81,AU,1674294084
422,pevek,69.7008,170.3133,-34.11,96,100,3.21,RU,1674294085
423,linhares,-19.3911,-40.0722,22.68,94,100,2.35,BR,1674294086
424,alvand,36.3187,49.1678,-0.96,68,19,1.8,IR,1674294086
425,benoy,8.9833,16.3199,32.92,11,59,4.01,TD,1674294087
426,hirara,24.8,125.2833,19.92,72,40,5.66,JP,1674293897
427,zhezkazgan,47.8043,67.7144,-7.01,63,0,8.0,KZ,1674294088
428,ndjole,-0.1783,10.7649,28.83,70,94,1.06,GA,1674294089
429,polunochnoye,60.8697,60.4153,-1.41,65,100,4.07,RU,1674294090
430,port-cartier,50.0334,-66.8654,-13.18,89,15,3.06,CA,1674294090
431,leshukonskoye,64.8989,45.7622,-5.13,94,97,3.03,RU,1674294091
432,nampa,43.5407,-116.5635,-5.74,90,0,0.0,US,1674294052
433,jati,24.3539,68.2671,23.06,23,0,4.66,PK,1674294092
434,nizhniy baskunchak,48.2198,46.8311,-0.56,73,11,7.52,RU,1674294093
435,chiang khong,20.2613,100.4046,32.02,35,1,1.14,TH,1674294094
436,emerald,-23.5333,148.1667,25.75,65,23,5.95,AU,1674294096
437,bugas,9.898,123.4049,25.73,86,93,4.56,PH,1674294098
438,alekseyevsk,57.8406,108.3492,-40.51,98,75,0.32,RU,1674294099
439,fukue,32.6881,128.8419,7.2,57,75,3.6,JP,1674294101
440,ibra,22.6906,58.5334,21.28,36,49,2.34,OM,1674293952
441,paka,4.6374,103.4368,26.32,87,100,4.27,MY,1674294103
442,falmouth,50.1544,-5.0711,7.56,80,20,2.68,GB,1674294103
443,raduzhnyy,62.0961,77.475,-21.53,94,100,7.28,RU,1674294104
444,bima,-8.4667,118.7167,27.04,84,78,0.76,ID,1674294105
445,matipo,-20.2839,-42.3411,18.85,97,100,1.04,BR,1674294106
446,san quintin,30.4833,-115.95,11.59,62,0,0.83,MX,1674294107
447,ponta do sol,32.6667,-17.1,18.17,72,55,2.03,PT,1674294107
448,rawson,-43.3002,-65.1023,17.67,86,86,6.51,AR,1674294108
449,ust-kut,56.7938,105.7672,-38.91,98,98,0.71,RU,1674294109
450,marsa matruh,31.3525,27.2453,18.11,55,20,2.06,EG,1674294110
451,porto walter,-8.2686,-72.7439,19.84,100,96,0.8,BR,1674294111
452,cockburn town,21.4612,-71.1419,24.71,73,25,4.73,TC,1674294112
453,kaputa,-8.4689,29.6619,20.34,90,100,4.39,ZM,1674294112
454,otterup,55.5153,10.3976,3.14,81,8,3.98,DK,1674294113
455,batagay,67.6333,134.6333,-47.49,97,90,1.25,RU,1674294114
456,matamoros,25.5333,-103.25,10.62,39,0,1.08,MX,1674294115
457,gubkinskiy,64.434,76.5026,-19.55,97,100,12.25,RU,1674294115
458,healdsburg,38.6105,-122.8692,4.95,87,0,2.57,US,1674294025
459,aleksandrov gay,50.147,48.5704,-3.03,59,13,4.99,RU,1674294117
460,neftcala,39.3742,49.2472,9.23,67,100,3.55,AZ,1674294117
461,tabuk,17.4189,121.4443,21.25,93,100,1.33,PH,1674294118
462,banda aceh,5.5577,95.3222,23.68,87,100,4.62,ID,1674294120
463,longido,-2.7333,36.6833,29.11,26,100,5.49,TZ,1674294120
464,ust-nera,64.5667,143.2,-33.91,99,100,0.94,RU,1674294121
465,finschhafen,-6.6024,147.8681,27.19,85,100,4.87,PG,1674294122
466,shenjiamen,29.9576,122.298,9.23,68,91,6.79,CN,1674294123
467,shingu,33.7333,135.9833,3.46,64,2,3.13,JP,1674294123
468,joigny,47.9829,3.401,1.01,92,100,5.82,FR,1674294124
469,sulangan,11.1373,123.7228,26.94,81,46,6.6,PH,1674294125
470,villa san giovanni,38.2276,15.6386,12.99,66,40,3.6,IT,1674294126
471,moree,-29.4667,149.85,28.93,29,95,4.85,AU,1674294128
472,rodeo,38.033,-122.2669,9.17,70,0,1.54,US,1674294129
473,puerto montt,-41.4698,-72.9447,13.46,100,100,1.54,CL,1674294129
474,bukene,-4.2333,32.8833,26.41,56,93,1.52,TZ,1674294130
475,wahiawa,21.5028,-158.0236,24.18,76,100,2.57,US,1674294131
476,wajir,1.7471,40.0573,33.98,27,0,6.17,KE,1674294132
477,laguna,38.421,-121.4238,5.6,91,0,2.06,US,1674294132
478,samana,19.2056,-69.3369,21.82,86,24,0.85,DO,1674294133
479,leningradskiy,69.3833,178.4167,-30.3,94,100,5.8,RU,1674294134
480,tromso,69.6496,18.957,1.01,86,40,7.2,NO,1674294134
481,honjo,36.2333,139.1833,2.6,38,1,4.78,JP,1674294135
482,yulara,-25.2406,130.9889,32.06,18,19,2.93,AU,1674294136
483,omsukchan,62.5333,155.8,-35.28,97,100,2.74,RU,1674294137
484,kaniv,49.7518,31.46,3.34,69,33,6.28,UA,1674294138
485,dunedin,-45.8742,170.5036,13.22,62,83,1.79,NZ,1674294139
486,long beach,33.767,-118.1892,11.91,66,0,0.89,US,1674294140
487,kupang,-10.1667,123.5833,25.32,94,75,1.03,ID,1674294141
488,luxor,25.6989,32.6421,20.03,32,0,2.06,EG,1674294141
489,cefalu,38.0386,14.0229,10.3,64,35,9.39,IT,1674294142
490,haines junction,60.7522,-137.5108,-1.58,97,100,2.33,CA,1674294143
491,thabazimbi,-24.5917,27.4116,31.23,16,9,2.84,ZA,1674294143
492,andros town,24.7,-77.7667,16.98,70,100,2.49,BS,1674294144
493,tarata,-17.6167,-66.0167,13.15,71,46,0.86,BO,1674294145
494,khorinsk,52.1657,109.7726,-31.63,94,86,0.82,RU,1674294146
495,salalah,17.0151,54.0924,27.05,18,0,4.12,OM,1674294147
496,jinchang,38.4953,102.1739,-4.46,19,28,2.26,CN,1674294147
497,taksimo,56.3444,114.8794,-38.52,90,37,0.89,RU,1674294148
498,quatre cocos,-20.2078,57.7625,29.06,75,76,3.35,MU,1674294149
499,obidos,-1.9175,-55.5181,22.44,95,100,1.05,BR,1674294150
500,aswan,24.0934,32.907,20.61,30,0,4.12,EG,1674294150
501,fare,-16.7,-151.0167,27.19,71,74,5.57,PF,1674294151
502,vestmanna,62.1564,-7.1664,7.51,100,100,6.69,FO,1674294152
503,araouane,18.9048,-3.5265,24.23,12,1,2.89,ML,1674294153
504,prince rupert,54.3161,-130.3201,5.83,92,100,11.32,CA,1674293895
505,touros,-5.1989,-35.4608,27.21,71,81,4.92,BR,1674294154
506,kasongo-lunda,-6.4667,16.8167,28.35,58,96,1.66,CD,1674294155
507,mandera,3.9366,41.867,34.31,25,48,8.0,KE,1674294155
508,mae hong son,19.3003,97.9685,32.08,33,20,0.0,TH,1674294156
509,ulkan,57.243,107.3223,-40.6,99,91,0.69,RU,1674294157
510,douglas,41.3,-96.167,-3.01,91,0,2.06,US,1674294158
511,grindavik,63.8424,-22.4338,2.26,80,100,4.63,IS,1674294158
512,sioux lookout,50.1001,-91.917,-6.96,93,100,3.09,CA,1674294159
513,constitucion,-35.3333,-72.4167,13.64,75,0,2.25,CL,1674294056
514,omboue,-1.5746,9.2618,28.83,69,100,2.7,GA,1674294160
515,paso de los toros,-32.8167,-56.5167,23.22,81,100,6.7,UY,1674294161
516,boden,65.8252,21.6886,-15.0,97,25,1.58,SE,1674294162
517,ayan,56.45,138.1667,-26.68,70,100,6.21,RU,1674294162
518,zavyalovo,54.5053,82.4484,-29.45,95,6,2.45,RU,1674294163
519,kyzyl-suu,42.3414,78.0056,-4.49,81,1,0.42,KG,1674294164
520,soe,-9.8607,124.284,21.25,83,15,2.14,ID,1674294165
521,fairbanks,64.8378,-147.7164,-18.81,80,75,0.0,US,1674294000
522,maltahohe,-24.8333,16.9833,29.99,31,91,6.89,NA,1674294166
523,camacha,33.0833,-16.3333,15.68,77,40,5.66,PT,1674294167
524,xai-xai,-25.0519,33.6442,30.94,54,96,4.78,MZ,1674294168
525,pangnirtung,66.1451,-65.7125,-23.34,86,100,1.58,CA,1674294168
526,ushtobe,45.2514,77.9838,-8.09,87,9,4.8,KZ,1674294169
527,shimoda,34.6667,138.95,7.31,61,97,2.4,JP,1674294170
528,semey,50.4111,80.2275,-11.88,61,0,4.0,KZ,1674294171
529,zhangye,38.9342,100.4517,-9.06,59,47,1.0,CN,1674294172
530,aksu,41.1231,80.2644,-5.67,64,0,1.77,CN,1674294173
531,gizo,-8.103,156.8419,28.22,72,84,1.55,SB,1674294173
532,yatou,37.15,122.3833,0.52,66,53,3.74,CN,1674294174
533,hualmay,-11.0964,-77.6139,20.99,83,100,2.56,PE,1674294175
534,plastun,44.7561,136.2939,-18.66,71,91,3.11,RU,1674294176
535,port arthur,38.8,121.2667,2.3,51,37,3.09,CN,1674294176
536,ust-tsilma,65.441,52.1498,-3.29,98,99,1.21,RU,1674294177
537,kushiro,42.975,144.3747,-7.47,67,20,2.57,JP,1674294178
538,cervo,43.6702,-7.4101,12.2,86,100,4.37,ES,1674294179
539,tinskoy,56.1525,96.9161,-37.1,97,64,1.04,RU,1674294179
540,samarai,-10.6167,150.6667,26.98,82,100,5.06,PG,1674294180
541,chuy,-33.6971,-53.4616,21.98,85,99,2.2,UY,1674294181
542,klyuchi,52.2667,79.1667,-22.04,92,17,2.59,RU,1674294181
543,iwanai,42.9744,140.5089,-7.46,79,100,6.43,JP,1674294182
544,kasane,-17.8167,25.15,25.05,73,75,2.57,BW,1674294183
545,ishigaki,24.3448,124.1572,20.07,73,75,6.17,JP,1674294184
546,kieta,-6.2167,155.6333,26.98,79,100,1.12,PG,1674294185
547,margate,51.3813,1.3862,5.39,72,7,1.79,GB,1674294185
548,pangkalanbuun,-2.6833,111.6167,27.23,82,88,1.58,ID,1674294186
549,hamilton,39.1834,-84.5333,1.05,77,100,2.06,US,1674293425
550,florianopolis,-27.6146,-48.5012,21.57,94,0,3.6,BR,1674294000
551,mildura,-34.2,142.15,22.26,78,75,6.6,AU,1674294188
552,sinegorye,62.0788,150.477,-30.42,100,100,1.71,RU,1674294189
553,vila franca do campo,37.7167,-25.4333,15.23,67,100,2.44,PT,1674294189
554,koumac,-20.5667,164.2833,26.38,87,99,8.97,NC,1674294190
555,libourne,44.9167,-0.25,3.28,79,12,4.49,FR,1674294191
556,aneho,6.2333,1.6,30.11,62,63,4.27,TG,1674294191
557,kuusamo,65.9667,29.1833,-2.98,93,100,5.14,FI,1674294193
558,swellendam,-34.0226,20.4417,29.93,39,0,2.59,ZA,1674294193
559,ikungi,-5.1333,34.7667,24.02,59,100,2.36,TZ,1674294194
560,ilhabela,-23.7781,-45.3581,23.51,82,9,1.49,BR,1674294195
561,nuuk,64.1835,-51.7216,-15.25,84,81,3.34,GL,1674293997
562,oyek,52.5861,104.4556,-28.68,89,100,4.04,RU,1674294196
